origin_stem_word,counterfactual_stem_word,count,origin_word,counterfactual_word
traffic,children,1,traffic,children
traffic,driver,1,traffic,driver
stop,station,1,Stop,station
stop,road,1,Stop,road
stone,antiqu,1,stone,antique
stock,dress,1,stock,dress
storefront,car,1,storefront,car
statu,hors,1,statue,horse
steel,park,1,steel,park
steam,subway,1,Steam,subway
trailer,ditch,1,trailer,ditch
statu,tree,1,statue,tree
trailer,flag,1,trailer,flag
statu,stone,1,statue,stone
statu,portrait,1,statue,portrait
trailer,light,1,trailer,lights
trailer,photo,1,trailer,photo
statu,man,1,statue,man
statu,it,1,statue,it
statu,head,1,statue,head
still,center,1,stillness,center
statu,group,1,statue,group
trailer,van,1,trailer,van
statu,desk,1,statue,desk
statu,chair,1,statue,chairs
statu,bottl,1,statue,bottle
trailer,websit,1,trailer,website
train,backpack,1,train,backpack
train,box,1,train,boxes
statu,block,1,statue,block
statu,bed,1,statue,bed
train,bridg,1,train,bridge
step,block,1,steps,block
step,fire,1,steps,fire
step,ground,1,steps,ground
step,hill,1,steps,hill
sticker,toilet,1,sticker,toilets
sticker,photo,1,sticker,photo
sticker,flower,1,sticker,flower
traffic,tree,1,traffic,tree
trail,cliff,1,trail,cliff
stick,sculptur,1,stick,sculptures
stick,mask,1,stick,mask
stick,hand,1,stick,hands
stick,gun,1,stick,guns
stick,goggl,1,stick,goggles
trail,field,1,trail,field
stick,glove,1,stick,glove
stick,banana,1,stick,banana
trail,lake,1,trail,lake
stereo,box,1,stereo,boxes
trail,river,1,trail,river
stepl,water,1,steple,water
trail,street,1,trail,street
step,track,1,steps,tracks
step,someon,1,steps,someone
step,sidewalk,1,steps,sidewalk
step,roof,1,steps,roof
trailer,cart,1,trailer,cart
store,stop,1,store,Stop
storefront,church,1,storefront,church
station,snow,1,station,snow
toy,fenc,1,toy,fence
street,lava,1,street,lava
street,lane,1,street,lane
street,landscap,1,street,landscape
toy,bone,1,toy,bones
street,lake,1,street,lake
toy,book,1,toy,book
toy,car,1,toy,car
toy,child,1,toy,childs
toy,dog,1,toy,dogs
toy,drive,1,toy,driving
toy,farm,1,toy,farm
street,garag,1,street,garage
track,bridg,1,tracks,bridge
toy,freight,1,toy,freight
street,floor,1,street,floor
toy,passeng,1,toy,PASSENGER
toy,stuf,1,toy,stuffed
toy,tabl,1,toy,table
toy,wall,1,toy,wall
street,farm,1,street,farm
toy,water,1,toy,water
toy,wrap,1,toy,wrapped
street,door,1,street,door
toy,zoo,1,toy,zoo
street,led,1,street,LEDs
street,librari,1,street,library
toy,bed,1,toy,bed
street,middl,1,street,middle
street,station,1,street,station
street,starbuck,1,street,Starbucks
street,stall,1,street,stall
street,squar,1,street,square
street,site,1,street,site
street,sidewalk,1,street,sidewalk
town,bronx,1,town,Bronx
street,rout,1,street,route
town,construct,1,town,construction
town,field,1,town,field
town,florida,1,town,Florida
town,home,1,town,home
street,restaur,1,street,restaurant
town,houston,1,town,Houston
street,pond,1,street,pond
street,playground,1,street,playground
street,path,1,street,path
town,london,1,town,London
town,mall,1,town,mall
street,night,1,street,night
town,moscow,1,town,Moscow
town,mountain,1,town,mountain
town,station,1,town,station
street,dog,1,street,dogs
street,corner,1,street,corner
storm,state,1,storm,state
stove,school,1,stove,school
strawberri,heart,1,strawberry,hearts
strawberri,fruit,1,strawberry,fruit
strawberri,chocol,1,strawberry,chocolate
strawberri,carrot,1,strawberry,carrot
strawberri,appl,1,strawberry,apple
straw,dirt,1,straw,dirt
track,river,1,tracks,river
strainer,contain,1,strainer,container
track,tunnel,1,tracks,tunnel
stove,stove,1,stove,stove
stove,skillet,1,stove,skillet
stove,roof,1,stove,roof
street,citi,1,street,city
stove,restaur,1,stove,restaurant
track,van,1,tracks,van
stove,kitchen,1,stove,kitchen
stove,hous,1,stove,house
trackbal,usb,1,trackball,USB
stove,home,1,stove,home
tractor,boat,1,tractor,boat
stove,grill,1,stove,grill
stove,fireplac,1,stove,fireplace
stove,counter,1,stove,counter
stove,couch,1,stove,couch
strawberri,lemon,1,strawberry,lemon
strawberri,orang,1,strawberry,orange
strawberri,salad,1,strawberry,salad
strawberri,sugar,1,strawberry,sugar
track,broadway,1,tracks,Broadway
track,build,1,tracks,building
street,christma,1,street,christmas
track,buse,1,tracks,buses
track,flag,1,tracks,flag
street,border,1,street,border
street,board,1,street,board
street,blue,1,street,blue
track,lift,1,tracks,lift
track,light,1,tracks,lights
track,line,1,tracks,lines
street,bicycl,1,street,bicycle
track,man,1,tracks,man
street,balconi,1,street,balcony
streen,alley,1,streen,alley
streeet,road,1,streeet,road
track,map,1,tracks,map
stream,river,1,stream,river
stream,park,1,stream,park
stream,field,1,stream,field
stream,fenc,1,stream,fence
stream,bridg,1,stream,bridge
stream,bank,1,stream,bank
station,templ,1,station,temple
station,robot,1,station,robot
street,sun,1,street,sun
soup,stew,1,Soup,stew
speaker,printer,1,speaker,printer
speaker,monitor,1,speaker,monitor
speaker,microphon,1,speaker,microphone
speaker,desk,1,speaker,desk
sparkl,paper,1,sparkles,paper
spam,soda,1,spam,soda
spam,pop,1,spam,pop
spam,beer,1,spam,beer
space,tent,1,space,tent
spa,pink,1,spa,pink
soup,water,1,Soup,water
soup,spaghetti,1,Soup,spaghetti
someth,toast,1,something,toast
soup,sit,1,Soup,sits
soup,serv,1,Soup,Serve
soup,salad,1,Soup,salad
soup,rice,1,Soup,rice
soup,metal,1,Soup,metal
soup,meat,1,Soup,meat
soup,food,1,Soup,food
soup,broth,1,Soup,broth
son,woman,1,son,woman
someth,wine,1,something,wine
tray,burger,1,tray,burger
speaker,tablet,1,speaker,tablet
spectat,bird,1,spectators,bird
spectat,imagin,1,spectators,Imagine
spectat,kid,1,spectators,kids
transport,dump,1,transport,dump
split,bread,1,split,Bread
transport,school,1,transport,school
split,bowl,1,split,bowl
splash,walk,1,splash,walk
splash,turn,1,splash,turn
spinach,potato,1,spinach,potatoes
spinach,meat,1,spinach,meat
spice,wine,1,spices,wine
spice,sink,1,spices,sink
transport,toy,1,transport,toy
spice,coat,1,spices,coat
trash,beer,1,trash,beer
trash,soda,1,trash,soda
speedboat,yacht,1,speedboat,yacht
trash,tin,1,trash,tin
travel,ladi,1,travels,ladies
travel,polic,1,travels,police
speed,fish,1,speed,fish
speed,dusk,1,speed,dusk
travel,station,1,travels,station
spectat,student,1,spectators,students
spectat,polic,1,spectators,police
someth,tv,1,something,TV
someth,superman,1,something,Superman
split,cake,1,split,cake
sofa,sofa,1,sofa,sofa
someon,men,1,someone,men
someon,john,1,someone,John
someon,girl,1,someone,girl
someon,children,1,someone,children
soldier,men,1,soldiers,men
soldier,life,1,soldiers,Life
soigod,soigo,1,Soigod,Soigo
sofa,tv,1,sofa,TV
sofa,truck,1,sofa,truck
tray,pile,1,tray,pile
sofa,store,1,sofa,store
sofa,roof,1,sofa,roof
someth,soup,1,something,Soup
sofa,mattress,1,sofa,mattress
sofa,fireplac,1,sofa,fireplace
tray,pot,1,tray,pots
sofa,balconi,1,sofa,balcony
soda,water,1,soda,water
soda,trash,1,soda,trash
soda,sandwich,1,soda,sandwich
soda,notebook,1,soda,notebook
soda,coffe,1,soda,coffee
soda,chip,1,soda,chips
soda,beverag,1,soda,beverage
someon,mom,1,someone,mom
someon,nasa,1,someone,NASA
tray,man,1,tray,man
tray,cup,1,tray,cups
someth,rice,1,something,rice
someth,passeng,1,something,PASSENGER
someth,onion,1,something,onions
someth,milk,1,something,milk
someth,item,1,something,items
someth,gun,1,something,guns
someth,grass,1,something,grass
someth,fruit,1,something,fruit
someth,flower,1,something,flower
someth,feather,1,something,feathers
someth,deer,1,something,deer
someth,coffe,1,something,coffee
someth,coal,1,something,coal
tray,cake,1,tray,cake
someth,chicken,1,something,chicken
someth,cereal,1,something,cereal
someth,card,1,something,cards
someth,bread,1,something,Bread
someth,blood,1,something,blood
someon,woman,1,someone,woman
someon,wave,1,someone,wave
someon,video,1,someone,video
someon,trump,1,someone,Trumps
transport,airport,1,transport,airport
split,peel,1,split,peel
station,night,1,station,night
stanc,street,1,stance,street
stand,night,1,stands,night
stand,market,1,stands,market
stand,jump,1,stands,jumping
stand,joint,1,stands,joint
stand,grass,1,stands,grass
stand,cross,1,stands,cross
stand,church,1,stands,church
stand,bowl,1,stands,bowl
stand,basket,1,stands,baskets
stand,bag,1,stands,bag
stand,babi,1,stands,baby
stall,sink,1,stall,sink
staircas,ramp,1,staircase,ramp
stall,short,1,stall,shorts
stall,pen,1,stall,pen
stall,door,1,stall,door
stall,curtain,1,stall,curtains
train,moment,1,train,moment
stall,bowl,1,stall,bowl
stake,tree,1,stake,tree
stake,hover,1,stake,hover
stairway,rail,1,stairway,rail
stairway,mountain,1,stairway,mountain
staircas,street,1,staircase,street
stand,park,1,stands,park
stand,play,1,stands,playing
stand,sidewalk,1,stands,sidewalk
train,man,1,train,man
train,carriag,1,train,carriage
station,light,1,station,lights
station,hous,1,station,house
train,cooki,1,train,cookies
station,hotel,1,station,hotel
station,garag,1,station,garage
station,field,1,station,field
train,dirt,1,train,dirt
station,case,1,station,casing
train,fire,1,train,fire
train,ga,1,train,gas
station,bridg,1,station,bridge
station,bathroom,1,station,bathroom
stare,smile,1,stares,smiling
stare,hang,1,stares,hangs
star,spread,1,star,spread
star,heart,1,star,hearts
star,flower,1,star,flower
star,chocol,1,star,chocolate
stand,varieti,1,stands,variety
stand,tree,1,stands,tree
stand,tower,1,stands,tower
stand,sleep,1,stands,sleep
staircas,roof,1,staircase,roof
stair,way,1,stairs,way
split,stock,1,split,stock
spoon,potato,1,spoon,potatoes
spot,tree,1,spot,tree
spot,market,1,spot,market
spot,man,1,spot,man
spot,line,1,spot,lines
train,track,1,train,tracks
sport,winter,1,sports,winter
sport,photographi,1,sports,photography
sport,patrol,1,sports,patrol
sport,orang,1,sports,orange
sport,mountain,1,sports,mountain
sport,footbal,1,sports,football
train,tunnel,1,train,tunnel
stair,peopl,1,stairs,people
spoon,mat,1,spoon,mats
train,varieti,1,train,variety
train,wall,1,train,wall
trainyard,build,1,trainyard,building
tram,street,1,tram,street
spoon,cup,1,spoon,cups
spoon,build,1,spoon,building
transfer,express,1,transfer,express
spoon,bowl,1,spoon,bowl
transit,citi,1,transit,city
transit,steam,1,transit,Steam
spray,food,1,spray,food
spread,banana,1,spread,banana
spread,knife,1,spread,knife
spread,sugar,1,spread,sugar
stair,light,1,stairs,lights
stage,foot,1,stage,foot
stadium,toronto,1,stadium,Toronto
stadium,hous,1,stadium,house
stadium,court,1,stadium,court
stadium,cleveland,1,stadium,Cleveland
stadium,bench,1,stadium,bench
stack,bag,1,stack,bag
train,race,1,train,race
st,avenu,1,st,Avenue
train,river,1,train,river
squirrel,face,1,squirrel,face
squar,street,1,square,street
squar,leftov,1,square,leftover
squar,heart,1,square,hearts
squar,beer,1,square,beer
squad,dispos,1,squad,disposal
sprinkl,stripe,1,sprinkles,stripes
train,side,1,train,side
train,sign,1,train,sign
train,sport,1,train,sports
spring,invest,1,springs,invest
sprig,strawberri,1,sprigs,strawberry
town,bit,1,town,bit
tower,window,1,tower,window
tray,spoon,1,tray,spoon
team,man,1,team,man
toilet,it,1,toilets,it
toilet,object,1,toilets,object
teen,model,1,teens,model
toilet,plastic,1,toilets,plastic
teen,boy,1,teens,boys
tee,shirt,1,tee,shirt
toilet,shelv,1,toilets,shelves
teddi,hair,1,teddy,hair
toilet,stall,1,toilets,stall
technolog,tobacco,1,technology,tobacco
team,pair,1,team,pair
team,desert,1,team,desert
tanker,railroad,1,tanker,railroad
tea,kitchen,1,tea,kitchen
tea,flower,1,tea,flower
toilet,tank,1,toilets,tank
taxi,train,1,taxi,train
taxi,taxi,1,taxi,taxi
taxi,dog,1,taxi,dogs
taxi,build,1,taxi,building
tatto,glass,1,tattos,glass
tapestri,clock,1,tapestry,clock
tape,tape,1,tape,tape
toilet,toilet,1,toilets,toilets
toilet,head,1,toilets,head
toilet,girl,1,toilets,girl
teenag,man,1,teenager,man
teeth,bruis,1,teeth,bruises
televis,radio,1,television,radio
televis,printer,1,television,printer
televis,parti,1,television,party
televis,movi,1,television,movie
televis,mirror,1,television,mirror
toddler,teenag,1,toddler,teenager
televis,kitchen,1,television,kitchen
televis,internet,1,television,internet
televis,highway,1,television,highway
televis,fireplac,1,television,fireplace
televis,fire,1,television,fire
televis,dog,1,television,dogs
televis,courtroom,1,television,courtroom
toilet,bike,1,toilets,bike
toilet,cover,1,toilets,cover
televis,canopi,1,television,canopy
toilet,cup,1,toilets,cups
televis,box,1,television,boxes
televis,book,1,television,book
toilet,door,1,toilets,door
telephon,window,1,telephones,window
telephon,smartphon,1,telephones,smartphone
teeth,nail,1,teeth,nails
tape,foam,1,tape,foam
tank,van,1,tank,van
televis,sink,1,television,sink
tabl,line,1,table,lines
tabl,season,1,table,seasonings
tabl,school,1,table,school
tomato,plate,1,tomatoes,plate
tabl,rock,1,table,rock
tomato,potato,1,tomatoes,potatoes
tomato,spaghetti,1,tomatoes,spaghetti
tabl,plane,1,table,plane
tabl,person,1,table,person
tomato,spinach,1,tomatoes,spinach
tong,gun,1,tongs,guns
tabl,lunch,1,table,lunch
tabl,lamp,1,table,lamp
tank,comput,1,tank,computer
tabl,heart,1,table,hearts
tabl,hallway,1,table,hallway
tongu,ear,1,tongue,ear
tabl,grill,1,table,grill
tabl,garden,1,table,garden
tabl,fountain,1,table,fountain
tongu,friend,1,tongue,friends
tongu,hand,1,tongue,hands
tongu,head,1,tongue,head
tabl,fenc,1,table,fence
tongu,hose,1,tongue,hose
tomato,mustard,1,tomatoes,mustard
tomato,mushroom,1,tomatoes,mushrooms
tomato,meat,1,tomatoes,meat
tabl,sidewalk,1,table,sidewalk
tan,pink,1,tan,pink
tall,christma,1,tall,christmas
tail,mother,1,tail,mother
tail,head,1,tail,head
toilet,tree,1,toilets,tree
tail,flower,1,tail,flower
tail,crater,1,tail,crater
tag,bag,1,tag,bag
tabl,women,1,table,Women
toilet,water,1,toilets,water
tabl,window,1,table,window
toilet,waterfal,1,toilets,waterfall
toilet,window,1,toilets,window
toilet,wooden,1,toilets,wooden
toilett,chair,1,toilette,chairs
tomato,avocado,1,tomatoes,avocado
tomato,bread,1,tomatoes,Bread
tomato,fire,1,tomatoes,fire
tabl,tabl,1,table,table
tabl,street,1,table,street
tomato,fruit,1,tomatoes,fruit
tabl,stick,1,table,stick
tabl,spoon,1,table,spoon
toddler,person,1,toddler,person
televis,stick,1,television,stick
tool,cloth,1,tools,clothes
tiara,heart,1,tiaras,hearts
tie,cap,1,tie,caps
tin,box,1,tin,boxes
tin,fri,1,tin,fries
tie,camera,1,tie,camera
tie,brace,1,tie,brace
tin,kind,1,tin,kinds
tire,back,1,tire,backs
tie,bag,1,tie,bag
ticket,secur,1,tickets,security
tire,bicycl,1,tire,bicycle
ticket,custom,1,tickets,customer
thumb,hand,1,thumb,hands
thick,bacon,1,thick,bacon
thruway,school,1,thruway,school
think,girl,1,Think,girl
thing,water,1,things,water
thing,tool,1,things,tools
tire,tank,1,tire,tank
thing,photo,1,things,photo
thing,peopl,1,things,people
thing,mous,1,things,mouse
thing,math,1,things,math
thing,art,1,things,art
thig,chair,1,thigs,chairs
tie,chair,1,tie,chairs
tie,cloth,1,tie,clothes
tie,coat,1,tie,coat
tie,collar,1,tie,collar
tier,chocol,1,tiers,chocolate
tier,candl,1,tiers,candle
tie,wrist,1,tie,wrists
tie,volunt,1,tie,volunteer
tie,tattoo,1,tie,tattoo
tie,sunglass,1,tie,sunglasses
tie,stripe,1,tie,stripes
tile,curtain,1,tile,curtains
tile,floor,1,tile,floor
tie,rope,1,tie,rope
tile,glass,1,tile,glass
tie,outfit,1,tie,outfits
tie,number,1,tie,number
tile,home,1,tile,home
tie,leash,1,tie,leash
tie,jacket,1,tie,jacket
tie,helmet,1,tie,helmet
tie,heart,1,tie,hearts
time,art,1,time,art
tie,hand,1,tie,hands
time,sunris,1,time,sunrise
tin,bottom,1,tin,bottom
tie,glass,1,tie,glass
thicket,road,1,thicket,road
theyll,they,1,Theyll,They
televis,televis,1,television,television
tenni,femal,1,tennis,females
toast,row,1,toast,row
tenni,nba,1,tennis,NBA
tenni,it,1,tennis,it
toast,stick,1,toast,stick
toaster,phone,1,toaster,phone
tenni,hit,1,tennis,hits
tenni,guitar,1,tennis,guitars
toaster,top,1,toaster,top
tenni,game,1,tennis,game
tenni,footbal,1,tennis,football
tenni,food,1,tennis,food
tenni,elimin,1,tennis,elimination
theme,kitchen,1,theme,kitchen
toddler,babi,1,toddler,baby
tenni,chess,1,tennis,chess
templ,tree,1,temple,tree
templ,hous,1,temple,house
telivis,tv,1,telivision,TV
telivis,screen,1,telivision,screen
televs,tabl,1,televsion,table
televisiona,bed,1,televisiona,bed
toddler,girl,1,toddler,girl
toddler,kid,1,toddler,kids
televis,wall,1,television,wall
tenni,school,1,tennis,school
toast,rice,1,toast,rice
tenni,squash,1,tennis,squash
tenni,tenni,1,tennis,tennis
text,newspap,1,text,newspapers
terrain,sky,1,terrain,sky
terrain,river,1,terrain,river
terrain,night,1,terrain,night
terrain,beach,1,terrain,beach
termin,tabl,1,terminal,table
termin,street,1,terminal,street
tire,tree,1,tire,tree
termin,bridg,1,terminal,bridge
tent,tree,1,tent,tree
tent,top,1,tent,top
tent,tabl,1,tent,table
tent,sky,1,tent,sky
tent,sand,1,tent,sand
tent,hous,1,tent,house
tissu,pizza,1,tissue,pizza
tent,car,1,tent,car
tent,cabin,1,tent,cabin
tissu,poop,1,tissue,poop
toast,avocado,1,toast,avocado
toast,bread,1,toast,Bread
toast,orang,1,toast,orange
tenni,ultim,1,tennis,Ultimate
tongu,neck,1,tongue,neck
tabl,crate,1,table,crate
street,tabl,1,street,table
sugar,almond,1,sugar,almonds
towel,bench,1,towel,bench
suit,gun,1,suit,guns
towel,clip,1,towel,clip
towel,door,1,towel,door
towel,fabric,1,towel,fabric
suit,court,1,suit,court
towel,hijab,1,towel,hijab
towel,mask,1,towel,mask
suit,bikini,1,suit,bikini
sugar,mushroom,1,sugar,mushrooms
towel,smile,1,towel,smiling
subway,world,1,subway,world
style,butterfli,1,style,butterflies
subway,tunnel,1,subway,tunnel
subway,train,1,subway,train
subway,tabl,1,subway,table
subway,bu,1,subway,bus
towel,someth,1,towel,something
subway,area,1,subway,area
suburb,shop,1,suburb,shop
substanc,sauc,1,substance,sauce
sub,sandwich,1,sub,sandwich
style,wine,1,style,wine
style,rusti,1,style,rusty
suit,head,1,suit,head
suit,helmet,1,suit,helmet
suit,jean,1,suit,jeans
suit,mask,1,suit,mask
topper,flower,1,topper,flower
suitcas,purs,1,suitcase,purse
suitcas,pile,1,suitcase,pile
suitcas,phone,1,suitcase,phone
suitcas,chair,1,suitcase,chairs
torch,hand,1,torch,hands
suitcas,bookstor,1,suitcase,bookstore
torso,hors,1,torso,horse
suitcas,backpack,1,suitcase,backpack
suitcas,background,1,suitcase,background
torso,skull,1,torso,skull
tortilla,shell,1,tortillas,shells
suit,wheelchair,1,suit,wheelchair
tourist,children,1,tourists,children
suit,trench,1,suit,trench
suit,sweater,1,suit,sweater
tournament,ball,1,tournament,ball
suit,sunglass,1,suit,sunglasses
tournament,park,1,tournament,park
suit,robe,1,suit,robe
suit,plastic,1,suit,plastic
suit,photo,1,suit,photo
tow,roof,1,tow,roof
style,iron,1,style,iron
stunt,road,1,stunt,road
suitcas,suitcas,1,suitcase,suitcase
street,work,1,street,work
stripe,bow,1,stripes,bow
tower,brick,1,tower,brick
tower,bridg,1,tower,bridge
stripe,bamboo,1,stripes,bamboo
strip,site,1,strip,site
strip,runway,1,strip,runway
tower,display,1,tower,displays
string,peopl,1,string,people
stretch,race,1,stretches,race
streetcar,van,1,streetcar,van
tower,face,1,tower,face
tower,hous,1,tower,house
stunt,paper,1,stunt,paper
street,woman,1,street,woman
street,warn,1,street,warning
tower,lobbi,1,tower,lobby
tower,man,1,tower,man
street,video,1,street,video
tower,pyramid,1,tower,pyramid
tower,rainbow,1,tower,rainbow
tower,sign,1,tower,sign
tower,stand,1,tower,stands
